,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
124,176,30384,02/8/2017,Salt Lake,patsey marley,2017-02-08,patsey marley,100,40.589608,-111.609303,patsey marley,3267,,Some people call this LF Grizzly Bowl and call LF Microwave ''Patsey Marley''.,Little Cottonwood Canyon,-1,165,700,16.92845,30.07187,3173.44507,16.92845,30.07187,3173.44507
126,179,30382,02/8/2017,Salt Lake,west monitor,2017-02-08,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
127,180,30383,02/8/2017,Salt Lake,south monitor,2017-02-08,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
128,181,30392,02/8/2017,Salt Lake,tanner's gulch,2017-02-08,tanner gulch,95,40.583038,-111.70341,tanner gulch,3056,,,Little Cottonwood Canyon,-1,0,3500,47.50978,103.16363,2640.20239,47.50978,103.16363,2640.20239
130,184,30360,02/7/2017,Salt Lake,"lower cardiff, doughnut falls area",2017-02-07,doughnut falls,90,40.629792,-111.650844,doughnut falls,2655,,,Big Cottonwood Canyon,-1,130,2000,30.51556,300.4588,2542.86938,30.51556,300.4588,2542.86938
131,185,30361,02/7/2017,Salt Lake,reynolds peak east bowl,2017-02-07,east bowl,90,40.602544,-111.617177,east bowl,2541,,,Big Cottonwood Canyon,-1,135,2000,22.76563,276.34558,2995.64502,22.76563,276.34558,2995.64502
132,186,30389,02/7/2017,Salt Lake,wolverine cirque,2017-02-07,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
133,187,30393,02/7/2017,Salt Lake,wolverine cirque,2017-02-07,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
134,190,30316,02/6/2017,Salt Lake,diving board,2017-02-06,diving board,100,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
135,193,30256,02/4/2017,Salt Lake,broads fork,2017-02-04,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
137,196,30222,02/3/2017,Salt Lake,upper mary chutes,2017-02-03,upper mary lake chutes,95,40.587703,-111.594693,upper mary lake chutes,2381,,,Big Cottonwood Canyon,-1,235,1200,12.68232,70.46618,3037.8562,12.68232,70.46618,3037.8562
138,197,30229,02/3/2017,Salt Lake,"bonkers, broads fork",2017-02-03,bonkers,90,40.604004,-111.724706,bonkers,2917,,,Big Cottonwood Canyon,-1,220,3000,31.83653,60.40208,2948.59644,31.83653,60.40208,2948.59644
139,200,30235,02/2/2017,Salt Lake,bonkers,2017-02-02,bonkers,100,40.604004,-111.724706,bonkers,2917,,,Big Cottonwood Canyon,-1,220,3000,31.83653,60.40208,2948.59644,31.83653,60.40208,2948.59644
142,207,30104,01/29/2017,Salt Lake,bottom of lake chute in white pine canyon,2017-01-29,lake chute,90,40.541513,-111.683381,lake chute,3521,,,Big Cottonwood Canyon,-1,265,1300,13.67434,223.72539,3257.39038,13.67434,223.72539,3257.39038
145,211,30062,01/28/2017,Salt Lake,toledo chute,2017-01-28,toledo chute,100,40.597272,-111.647312,toledo chute,3142,,,Little Cottonwood Canyon,-1,305,1000,41.02409,133.87978,3083.36743,41.02409,133.87978,3083.36743
146,212,30045,01/27/2017,Salt Lake,silver creek peak east face,2017-01-27,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
147,214,30023,01/27/2017,Salt Lake,little superior se facing,2017-01-27,little superior,90,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
149,216,30025,01/27/2017,Salt Lake,"iron mountain, park city ",2017-01-27,iron mountain,90,40.65723,-111.54316,iron mountain,5262,,,Summit County,9018,135,3500,17.20655,235.98245,2743.69531,17.20655,235.98245,2743.69531
152,221,30031,01/27/2017,Salt Lake,sound of music flank,2017-01-27,sound of music,95,40.68254,-111.600103,sound of music,5004,,,Summit County,-1,275,1400,35.81739,130.82285,2798.78223,35.81739,130.82285,2798.78223
153,222,30032,01/27/2017,Salt Lake,cardiac ridge,2017-01-27,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
154,223,30034,01/27/2017,Salt Lake,dead tree west of murdock peak,2017-01-27,dead tree,90,40.691489,-111.60882,dead tree,1117,,,Mill Creek Canyon,-1,325,1300,25.0408,135.37155,2884.09131,25.0408,135.37155,2884.09131
155,229,29975,01/25/2017,Salt Lake,mt. aire,2017-01-25,mt. aire,100,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
156,230,30147,01/24/2017,Salt Lake,red pine,2017-01-24,red pine bowl,90,40.662099,-111.597728,red pine bowl,5054,,,Summit County,-1,240,800,36.18785,70.9076,2906.96313,36.18785,70.9076,2906.96313
157,231,29925,01/24/2017,Salt Lake,"big o, park city ridgeline",2017-01-24,big o,90,40.64807,-111.581845,big o,5183,,,Summit County,-1,220,900,39.67346,47.80012,2858.80005,39.67346,47.80012,2858.80005
160,241,30039,01/23/2017,Salt Lake,red pine lake shot,2017-01-23,lake shot,90,40.5369,-111.6964,lake shot,3610,,,Little Cottonwood Canyon,-1,210,2000,26.54103,46.66615,3167.38281,26.54103,46.66615,3167.38281
161,246,30021,01/23/2017,Salt Lake,butler basin,2017-01-23,butler basin,100,40.667612,-111.67902,butler basin,2081,,,Big Cottonwood Canyon,-1,280,800,21.3301,117.24711,2862.5835,21.3301,117.24711,2862.5835
162,247,30056,01/23/2017,Salt Lake,gobblers,2017-01-23,gobblers knob,90,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
163,248,30058,01/23/2017,Salt Lake,below greens basin ,2017-01-23,greens basin,90,40.6268,-111.628715,greens basin,2586,,,Big Cottonwood Canyon,-1,190,2000,22.59318,41.87083,2662.42505,22.59318,41.87083,2662.42505
164,251,30027,01/23/2017,Salt Lake,west willow,2017-01-23,west willow,100,40.645999,-111.597755,west willow,2180,,,Big Cottonwood Canyon,-1,235,500,38.2995,85.46362,2891.42847,38.2995,85.46362,2891.42847
166,253,29888,01/23/2017,Salt Lake,red rocks and mother in law ,2017-01-23,red rocks,90,40.668543,-111.60352,red rocks,5046,,,Summit County,-1,290,1000,16.27202,95.53103,2958.16235,16.27202,95.53103,2958.16235
167,254,29892,01/23/2017,Salt Lake,reynolds peak,2017-01-23,reynolds peak,100,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
168,255,30036,01/23/2017,Salt Lake,upper maybird/no name baldy,2017-01-23,no name baldy,90,40.535739,-111.698215,no name baldy,3608,,,Little Cottonwood Canyon;Utah County,10897,170,2000,46.86411,321.67957,3271.28345,46.86411,321.67957,3271.28345
170,258,29855,01/22/2017,Salt Lake,rocky point,2017-01-22,rocky point,100,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
171,259,29859,01/22/2017,Salt Lake,lambs canyon,2017-01-22,lambs canyon,100,40.721185,-111.658044,lambs canyon,4500,,,Lambs Canyon,-1,130,5000,11.83969,1.63531,2018.70813,11.83969,1.63531,2018.70813
172,263,29866,01/22/2017,Salt Lake,murdock peak,2017-01-22,murdock peak,100,40.6934,-111.6051,murdock peak,1121,,,Mill Creek Canyon;Lambs Canyon,9602,0,2000,15.85883,315.7243,2921.06226,15.85883,315.7243,2921.06226
173,266,29825,01/21/2017,Salt Lake,west porter,2017-01-21,west porter fork,95,40.674849,-111.719031,west porter fork,1292,,,Mill Creek Canyon,-1,210,1500,24.87793,38.25454,2500.98853,24.87793,38.25454,2500.98853
174,267,29826,01/21/2017,Salt Lake,lambs canyon,2017-01-21,lambs canyon,100,40.721185,-111.658044,lambs canyon,4500,,,Lambs Canyon,-1,130,5000,11.83969,1.63531,2018.70813,11.83969,1.63531,2018.70813
175,270,29836,01/21/2017,Salt Lake,figure 8 hill/bowl,2017-01-21,figure 8 bowl,95,40.591362,-111.603407,figure 8 bowl,2420,,,Big Cottonwood Canyon,-1,215,500,31.78015,26.94934,3031.63867,31.78015,26.94934,3031.63867
177,272,29811,01/21/2017,Salt Lake,mt. aire,2017-01-21,mt. aire,100,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
179,275,29815,01/21/2017,Salt Lake,georges bowl,2017-01-21,george's bowl,96,40.6139,-111.665713,george's bowl,2723,,George's Bowl was originally named Ivory Flakes. LF High Ivory and Mid Ivory are now often called Ivory Flakes.,Big Cottonwood Canyon,-1,245,1700,26.10166,58.89509,2937.97217,26.10166,58.89509,2937.97217
183,284,29685,01/16/2017,Salt Lake,little pine,2017-01-16,little pine,100,40.584264,-111.686197,little pine,3073,,,Little Cottonwood Canyon,-1,355,2500,46.49839,129.9325,2923.27832,46.49839,129.9325,2923.27832
184,285,29704,01/15/2017,Salt Lake,mt tuscarora,2017-01-15,mt. tuscarora,96,40.584314,-111.59871,mt. tuscarora,2372,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10640,250,2000,31.71102,220.09541,3221.57812,31.71102,220.09541,3221.57812
185,286,29648,01/15/2017,Salt Lake,red pine ridge,2017-01-15,red pine bridge,97,40.553083,-111.695475,red pine bridge,3606,,This bridge is often called the LF Maybird Bridge. LF Both names are reasonable.,Little Cottonwood Canyon,9000,145,500,16.85945,91.03789,2761.52905,16.85945,91.03789,2761.52905
186,287,29653,01/15/2017,Salt Lake,"wolverine cirque, romans",2017-01-15,wolverine cirque,90,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
187,289,29660,01/15/2017,Salt Lake,no name baldy ridge ,2017-01-15,no name baldy,95,40.535739,-111.698215,no name baldy,3608,,,Little Cottonwood Canyon;Utah County,10897,170,2000,46.86411,321.67957,3271.28345,46.86411,321.67957,3271.28345
188,291,29619,01/14/2017,Salt Lake,west porter fork,2017-01-14,west porter fork,100,40.674849,-111.719031,west porter fork,1292,,,Mill Creek Canyon,-1,210,1500,24.87793,38.25454,2500.98853,24.87793,38.25454,2500.98853
189,294,29647,01/12/2017,Salt Lake,kessler peak,2017-01-12,kessler peak,100,40.62503,-111.668814,kessler peak,2760,,,Big Cottonwood Canyon,10403,145,2000,37.29956,292.56763,3130.08374,37.29956,292.56763,3130.08374
190,295,29546,01/12/2017,Salt Lake,catcher's mitt,2017-01-12,catcher's mitt,100,40.6248,-111.666,catcher's mitt,2761,,Catcher's Mitt LF is also known as LF Great Wall,Big Cottonwood Canyon,-1,270,1400,37.20775,87.87679,2989.58374,37.20775,87.87679,2989.58374
191,304,29580,01/11/2017,Salt Lake,cardiac,2017-01-11,cardiac bowl,90,40.595069,-111.664316,cardiac bowl,2687,,,Big Cottonwood Canyon,-1,220,2000,27.95099,53.99466,3135.11475,27.95099,53.99466,3135.11475
192,313,29489,01/10/2017,Salt Lake,pink pine,2017-01-10,pink pine,100,40.563176,-111.692113,pink pine,3532,,This entire slope LF (north of Rainbow Peak) LF is usually called Pink Pine.,Little Cottonwood Canyon,-1,235,1400,28.94949,48.88452,2629.67578,28.94949,48.88452,2629.67578
194,322,29458,01/9/2017,Salt Lake,white pine,2017-01-09,white pine,100,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
195,323,29460,01/9/2017,Salt Lake,west scotties,2017-01-09,west scotties,100,40.560673,-111.673041,west scotties,3495,,,Little Cottonwood Canyon,-1,100,1500,20.10552,247.22673,2983.85181,20.10552,247.22673,2983.85181
198,331,29428,01/8/2017,Salt Lake,mineral basin,2017-01-08,mineral basin,100,40.554596,-111.634546,mineral basin,6268,,,Utah County,-1,275,2200,15.33095,80.9109,2887.1958,15.33095,80.9109,2887.1958
199,332,29440,01/8/2017,Salt Lake,guardsman pass,2017-01-08,guardsman pass,100,40.606705,-111.554985,guardsman pass,2227,,,Big Cottonwood Canyon;Wasatch County,9700,115,2000,17.97769,273.3194,2946.76172,17.97769,273.3194,2946.76172
200,336,29345,01/5/2017,Salt Lake,wolverine cirque,2017-01-05,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
201,337,29356,01/5/2017,Salt Lake,broads diving board,2017-01-05,diving board,90,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
202,339,29387,01/5/2017,Salt Lake,upper white pine,2017-01-05,white pine,90,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
203,345,29321,01/4/2017,Salt Lake,cardiac ridge,2017-01-04,cardiac ridge,100,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
204,346,29212,01/2/2017,Salt Lake,no name bowl,2017-01-02,no name bowl,100,40.635387,-111.562005,no name bowl,5256,,,Summit County,-1,250,2000,33.62292,70.63539,2876.86865,33.62292,70.63539,2876.86865
205,348,29235,01/2/2017,Salt Lake,neffs,2017-01-02,neffs canyon,90,40.673513,-111.752179,neffs canyon,4015,,,Neffs Canyon,-1,100,4000,15.68491,317.04288,2055.521,15.68491,317.04288,2055.521
206,350,29208,12/29/2016,Salt Lake,butler fork to wilson peak,2016-12-29,butler fork,90,40.65395,-111.664039,butler fork,2070,,,Big Cottonwood Canyon,-1,320,3000,35.35038,105.59953,2296.65112,35.35038,105.59953,2296.65112
207,356,29094,12/27/2016,Salt Lake,gary's gully,2016-12-27,gary's gully,100,40.664508,-111.719499,gary's gully,1299,,,Mill Creek Canyon,-1,235,1500,25.43863,95.61533,2816.06226,25.43863,95.61533,2816.06226
208,362,29004,12/24/2016,Salt Lake,cardiff bowl,2016-12-24,cardiff bowl,100,40.594795,-111.650719,cardiff bowl,3136,,,Little Cottonwood Canyon,-1,270,900,27.5077,98.95366,3035.05151,27.5077,98.95366,3035.05151
209,363,29005,12/24/2016,Salt Lake,depth hoar bowl,2016-12-24,depth hoar bowl,100,40.677333,-111.682767,depth hoar bowl,1249,,,Mill Creek Canyon,-1,225,1100,38.05534,35.47275,2868.52881,38.05534,35.47275,2868.52881
210,364,29006,12/24/2016,Salt Lake,east bowl silver fork,2016-12-24,east bowl,90,40.602544,-111.617177,east bowl,2541,,,Big Cottonwood Canyon,-1,135,2000,22.76563,276.34558,2995.64502,22.76563,276.34558,2995.64502
211,365,28903,12/20/2016,Salt Lake,superior s face,2016-12-20,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
212,366,28873,12/19/2016,Salt Lake,mt raymond,2016-12-19,mt. raymond,95,40.6585,-111.7021,mt. raymond,2051,,,Big Cottonwood Canyon,10241,270,2000,30.73603,268.28088,3090.07227,30.73603,268.28088,3090.07227
213,367,28902,12/19/2016,Salt Lake,"birthday chutes, white pine",2016-12-19,birthday chutes,90,40.55306,-111.665472,birthday chutes,3499,,,Little Cottonwood Canyon,-1,140,2100,35.3633,325.68958,3169.9314,35.3633,325.68958,3169.9314
214,369,28946,12/18/2016,Salt Lake,martha bowl,2016-12-18,martha bowl,100,40.582214,-111.589523,martha bowl,2364,,,Big Cottonwood Canyon,-1,140,900,28.94749,340.2207,3051.85498,28.94749,340.2207,3051.85498
215,370,28880,12/17/2016,Salt Lake,pioneer peak,2016-12-17,pioneer peak,100,40.580747,-111.589234,pioneer peak,2366,,,Big Cottonwood Canyon;Wasatch County,10480,185,2000,30.06961,282.4697,3161.86914,30.06961,282.4697,3161.86914
217,373,28925,12/16/2016,Salt Lake,dog dish in upper white pine canyon,2016-12-16,dog dish,90,40.550171,-111.686944,dog dish,3534,,,Little Cottonwood Canyon,-1,190,1000,31.13621,53.5329,2924.33203,31.13621,53.5329,2924.33203
218,374,28782,12/16/2016,Salt Lake,south monitor,2016-12-16,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
219,382,28748,12/15/2016,Salt Lake,west monitor,2016-12-15,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
221,385,28722,12/14/2016,Salt Lake,grizzly gulch,2016-12-14,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
222,386,28726,12/14/2016,Salt Lake,caribou and snake creek canyon,2016-12-14,snake creek,90,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
223,387,28728,12/14/2016,Salt Lake,north face cardiff peak,2016-12-14,north face (cardiff),95,40.595295,-111.65293,north face (cardiff),2691,,The bottom of LF North Face (Cardiff) LF requires a rappel at the end.,Big Cottonwood Canyon,-1,155,500,39.77061,357.57343,3080.56396,39.77061,357.57343,3080.56396
224,388,28729,12/14/2016,Salt Lake,days fork,2016-12-14,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
225,389,28769,12/14/2016,Salt Lake,cinder chutes,2016-12-14,cinder chutes,100,40.67162,-111.599524,cinder chutes,5044,,,Summit County,-1,245,1000,31.61528,57.68208,2845.979,31.61528,57.68208,2845.979
226,390,28721,12/14/2016,Salt Lake,upper days   and two dogs,2016-12-14,two dogs,90,40.600008,-111.64222,two dogs,2604,,,Big Cottonwood Canyon,-1,225,1000,31.04914,45.10151,3093.15381,31.04914,45.10151,3093.15381
227,391,28700,12/13/2016,Salt Lake,pink pine ridge,2016-12-13,pink pine ridge,100,40.558374,-111.692758,pink pine ridge,3529,,,Little Cottonwood Canyon,-1,165,2200,30.5594,277.71854,2808.14233,30.5594,277.71854,2808.14233
228,392,28702,12/13/2016,Salt Lake,hideaway park,2016-12-13,hideaway park,100,40.6038,-111.6331,hideaway park,2598,,,Big Cottonwood Canyon,-1,160,1000,18.04005,349.53616,2949.32764,18.04005,349.53616,2949.32764
229,393,28673,12/12/2016,Salt Lake,10420 ne bowl,2016-12-12,10420,90,40.600084,-111.558387,10420,2251,,,Big Cottonwood Canyon;Wasatch County,10420,120,2000,20.88771,251.08237,3151.57935,20.88771,251.08237,3151.57935
230,398,28647,12/11/2016,Salt Lake, santiago ridge,2016-12-11,santiago ridge,100,40.609078,-111.68285,santiago ridge,2805,,"Although the original ''Santiago'' run is up-canyon, LF this entire slope is now frequently called Santiago Ridge.",Big Cottonwood Canyon,-1,220,1600,38.72493,37.56247,2877.12256,38.72493,37.56247,2877.12256
231,400,28706,12/11/2016,Salt Lake,clayton peak (lackawaxen) ,2016-12-11,clayton peak,90,40.590726,-111.559995,clayton peak,2277,,,Big Cottonwood Canyon;Wasatch County,10721,110,2000,28.19754,268.87769,3237.56641,28.19754,268.87769,3237.56641
232,401,28629,12/10/2016,Salt Lake,main porter fork,2016-12-10,main porter fork,100,40.669689,-111.711657,main porter fork,1291,,,Mill Creek Canyon,-1,200,3000,5.29208,35.9125,2437.38306,5.29208,35.9125,2437.38306
233,404,28594,12/10/2016,Salt Lake,days fork,2016-12-10,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
234,405,28596,12/10/2016,Salt Lake,days fork,2016-12-10,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
235,407,28599,12/10/2016,Salt Lake,soldier peak,2016-12-10,soldier peak,100,40.672452,-111.659043,soldier peak,1196,,Soldier Peak LF is sometimes called LF The Nipple .,Mill Creek Canyon;Big Cottonwood Canyon,9340,200,2000,10.12538,255.32858,2839.31055,10.12538,255.32858,2839.31055
236,411,28607,12/10/2016,Salt Lake,twin lakes,2016-12-10,twin lakes pass,90,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
